"","stop_id","Main_Street_or_Station","Cross_Street","Stop_Lat","Stop_Lon","Routes_Final","Direction_Final"
"4587","212956","CLARK HOWELL HWY","CORDELL DR",33.625322,-84.409153,"191","SB/WB"
"4588","212957","CLARK HOWELL HWY","OLD CLARK HOWELL HWY",33.622028,-84.408162,"191","NB/EB"
"4589","212958","CLARK HOWELL HWY","OLD CLARK HOWELL HWY",33.622798,-84.408564,"191","SB/WB"
"4590","212959","N DECATUR RD","CHURCH ST",33.792132,-84.285828,"36","NB/EB"
"4591","212960","FAIRINGTON RD","5425",33.702726,-84.167895,"86","NB/EB"
"4592","212961","GRESHAM RD SE","FLINTWOOD DR SE",33.709635,-84.308371,"34","SB/WB"
"4593","212962","FLAGSTONE DR SE","FLINTWOOD DR SE",33.710343,-84.315434,"34","SB/WB"
"4594","212963","BOULDERVIEW DR SE","GRESHAM RD SE",33.706646,-84.308263,"34","SB/WB"
"4595","212964","CLIFTON SPRINGS RD","PINE SPRINGS MNR",33.691969,-84.288996,"34","SB/WB"
"4596","212965","CLAIRMONT RD NE","3018",33.848909,-84.315558,"19","SB/WB"
"4597","212966","CLIFTON CHURCH RD SE","MEADOWVIEW DR SE",33.699787,-84.300888,"34","SB/WB"
"4598","212967","BOULDERVIEW DR SE","1895",33.703961,-84.312642,"34","SB/WB"
"4599","212968","ROLLINGWOOD LN SE","2679",33.708419,-84.31325,"34","SB/WB"
"4600","212969","ROLLINGWOOD LN SE","2725",33.70713,-84.31513,"34","SB/WB"
"4601","212970","ROLLINGWOOD LN SE","2787",33.705626,-84.315728,"34","SB/WB"
"4602","212971","EDGEWOOD AVE","JESSE HILL JR DR",33.754451,-84.380722,"3","SB/WB"
"4603","212972","HORSE SHOE DR SE","WEE KIRK RD SE",33.699798,-84.310014,"34","NB/EB"
"4604","212973","GRESHAM RD SE","FLINTWOOD DR SE",33.709788,-84.308339,"34","NB/EB"
"4605","212974","HORSE SHOE DR SE","SOMBRERO WAY SE",33.697963,-84.309949,"34","SB/WB"
"4606","212975","HAYNES BRIDGE RD","11405",34.059493,-84.28851,"141","SB/WB"
"4607","212976","WINDWARD PKWY","WESTFIELD DR",34.09033,-84.275426,"141","NB/EB"
"4608","212977","E TRINITY PL","CHURCH ST",33.772801,-84.295146,"15","SB/WB"
"4609","212978","FAIRINGTON RD","5445",33.703,-84.167249,"86","SB/WB"
"4610","212979","JONESBORO RD","REX RD",33.604134,-84.340772,"193","NB/EB"
"4611","212980","JONESBORO RD","5603",33.601967,-84.340077,"193","SB/WB"
"4612","212981","BUFFINGTON RD","BIRDSEYE TRL",33.590719,-84.500481,"181","SB/WB"
"4613","212982","HENDERSON MILL RD","LAVISTA RD",33.846249,-84.25563,"125","SB/WB"
"4614","212983","MEMORIAL DR","4203",33.771232,-84.250064,"21","SB/WB"
"4615","212984","DEFOORS FERRY RD","WARREN CT",33.821757,-84.444107,"37","NB/EB"
"4616","212985","DEFOORS FERRY RD","WARREN CT",33.821962,-84.444281,"37","SB/WB"
"4617","212986","JOHNSON FERRY RD","HAMPTON HALL WAY",33.894248,-84.337639,"825","SB/WB"
"4618","212987","JOHNSON FERRY RD NE","HAMPTON HALL WAY NE",33.894105,-84.337661,"825","NB/EB"
"4619","212989","CLIFTON SPRINGS RD","CLIFTON SPRINGS WAY",33.699089,-84.298727,"34","SB/WB"
"4620","212990","CARVER DR","SEWANEE AVE",33.760046,-84.464996,"867","NB/EB"
"4621","212991","VERBENA CIR","GAS LIGHT LN",33.758209,-84.466406,"867","NB/EB"
"4622","212992","VERBENA CIR","SEWANEE AVE",33.755587,-84.465803,"867, 867","SB/WB, NB/EB"
"4623","212993","SEWANEE AVE","131",33.757781,-84.465003,"867","SB/WB"
"4624","212994","W HOWARD AVE","ADAIR ST",33.766789,-84.306717,"19","NB/EB"
"4625","212995","W HOWARD AVE","DREXEL AVE",33.766127,-84.308849,"19","SB/WB"
"4626","212996","W HOWARD AVE","PADEN CIR",33.7655,-84.312426,"19","SB/WB"
"4627","212997","W HOWARD AVE","PADEN CIR",33.765348,-84.312198,"19","NB/EB"
"4628","212998","E LAKE RD","PADEN CIR",33.766512,-84.312187,"2","NB/EB"
"4629","212999","E LAKE DR","PADEN CIR",33.766225,-84.311828,"2","SB/WB"
"4630","213000","E LAKE RD","RIDGECREST RD",33.76756,-84.317079,"2","NB/EB"
"4631","213001","E LAKE RD","RIDGECREST RD",33.767542,-84.316873,"2","SB/WB"
"4632","213002","E LAKE RD","2086",33.769636,-84.319287,"2","SB/WB"
"4633","213003","E LAKE RD","2085",33.769502,-84.31933,"2","NB/EB"
"4634","213004","FELDWOOD RD","6405",33.588775,-84.51583,"189","SB/WB"
"4635","213005","HOWELL MILL RD NW","WESLEY DR NW",33.822955,-84.415883,"12","SB/WB"
"4636","213007","WILSON MILL RD SW","WILDWOOD LAKE DR SW",33.744906,-84.517123,"865","NB/EB"
"4637","213008","CORNELL BLVD SW","DARTMOUTH DR SW",33.75905,-84.516517,"856","SB/WB"
"4638","213010","LYNHURST DR SW","LYNWAY LN SW",33.721866,-84.487933,"66","NB/EB"
"4639","213011","MEADOWLANE DR SW","2160",33.69677,-84.497354,"66","NB/EB"
"4640","213012","HARBIN RD","1333",33.719043,-84.483819,"66","SB/WB"
"4641","213013","LANDRUM DR SW","CHILDRESS DR SW",33.706461,-84.487651,"66","SB/WB"
"4642","213014","CHUPP RD","LITHONIA INDUSTRIAL BLVD",33.706626,-84.129696,"111","SB/WB"
"4643","213015","N MAIN ST","NORTH AVE",33.5287,-84.354513,"193","SB/WB"
"4644","213016","N MAIN ST","NORTH AVE",33.529514,-84.354383,"193","NB/EB"
"4645","213017","N MAIN ST","SPRING ST",33.525602,-84.354458,"193","SB/WB"
"4646","213018","SPRING ST","N MAIN ST",33.524948,-84.354652,"193","NB/EB"
"4647","213020","LEE ST","SPRING ST",33.523927,-84.356961,"193","NB/EB"
"4648","213021","SMITH ST","LEE ST",33.522628,-84.358662,"193","SB/WB"
"4649","213022","SMITH ST","LEE ST",33.522503,-84.358163,"193","NB/EB"
"4650","213023","SMITH ST","FAYETTEVILLE RD",33.522537,-84.361892,"193","SB/WB"
"4651","213024","SMITH ST","FAYETTEVILLE RD",33.522394,-84.361545,"193","NB/EB"
"4652","213025","ROOSEVELT HWY","4003",33.645955,-84.450885,"82, 180, 195","SB/WB, SB/WB, NB/EB"
"4653","213026","HILLANDALE DR","5850",33.70357,-84.150992,"111","NB/EB"
"4654","213028","BOULEVARD NE","PONCE DE LEON AVE",33.77336,-84.371134,"102, 809","SB/WB, SB/WB"
"4655","213029","CHUPP RD","LITHONIA INDUSTRIAL BLVD",33.706508,-84.129799,"111","NB/EB"
"4656","213031","BOLTON RD NW","COLLIER DR NW",33.769535,-84.508703,"850","SB/WB"
"4657","213032","N DECATUR RD","N INDIAN CREEK DR",33.785625,-84.236858,"117","NB/EB"
"4658","213033","HOLLYWOOD RD","BURTZ ST",33.80727,-84.471499,"26, 60","NB/EB, SB/WB"
"4659","213034","HOLLYWOOD RD","BURTZ ST",33.807315,-84.471466,"26, 60","SB/WB, NB/EB"
"4660","213035","I-85 ACCESS RD SOUTH (N.E. EXPY)","3300 (BLDGS 1-4)",33.873351,-84.277905,"47","SB/WB"
"4661","213036","I-85 ACCESS RD SOUTH (N.E. EXPY)","3300 (BLDGS 6-9)",33.875373,-84.276183,"47","SB/WB"
"4662","213037","MARIETTA ST","CENTENNIAL OLYMPIC PARK DR",33.757864,-84.393433,"26","SB/WB"
"4663","213038","JOSEPH E BOONE BLVD","2015",33.763962,-84.452934,"51","SB/WB"
"4664","213039","BOULDERCREST RD","JONES RD",33.617853,-84.285254,"195","NB/EB"
"4665","213040","N PEACHTREE RD","BARCLAY DR",33.933845,-84.294736,"132","NB/EB"
"4666","213041","WEBB RD","TWINROSE WAY",34.097938,-84.263279,"143","SB/WB"
"4667","213042","S CANDLER ST","E COLLEGE AVE",33.770232,-84.29269,"15","SB/WB"
"4668","213043","SAMS ST","E COLLEGE AVE (ACROSS AVONDALE STATION)",33.774041,-84.282858,"8","SB/WB"
"4669","213044","JACKSON ST","EDGEWOOD AVE",33.75457,-84.374438,"3, 899","SB/WB, SB/WB"
"4670","213045","SOUTH DEKALB MALL (MACY'S)",NA,33.709571,-84.27319,"15","SB/WB"
"4671","213046","SOUTH DEKALB MALL (PICADILLY)",NA,33.708219,-84.273137,"15","SB/WB"
"4672","213047","COLUMBIA DR","2067",33.729172,-84.252202,"114","SB/WB"
"4673","213048","ESTES DR","NW BROAD ST",33.571791,-84.572253,"180","NB/EB"
"4674","213049","N DRUID HILL RD","MERRY LN NE",33.819374,-84.313495,"8","NB/EB"
"4675","213050","N DRUID HILL RD","FAMA DR NE",33.820457,-84.314093,"8","SB/WB"
"4676","213051","E PONCE DE LEON AVE","N DECATUR RD",33.793393,-84.263965,"120","NB/EB"
"4677","213052","MACON DR","CLEVELAND AVE",33.681296,-84.388816,"178","SB/WB"
"4678","213053","JONESBORO RD","OLD JONESBORO RD (W)",33.555859,-84.50235,"89","NB/EB"
"4679","213054","N HIGHLAND AVE NE","PONCE DE LEON AVE NE",33.773411,-84.352594,"102, 816","NB/EB, SB/WB"
"4680","213067","BROWNLEE RD NW","DELMAR LN NW",33.756499,-84.49967,"865","NB/EB"
"4681","213068","FLAT SHOALS AVE","CLOVERDALE DR",33.731988,-84.337918,"32, 74","NB/EB, SB/WB"
"4682","213069","NORTHSIDE DR NW","IVAN ALLEN JR BLVD NW",33.763855,-84.403039,"94","NB/EB"
"4683","213070","NORTHSIDE DR NW","JOSEPH E BOONE BLVD NW",33.763022,-84.402843,"94","SB/WB"
"4684","213071","NORTHSIDE DR NW","10TH ST NW",33.782028,-84.407361,"94","NB/EB"
"4685","213072","NORTHSIDE DR NW","10TH ST NW",33.781825,-84.407667,"94","SB/WB"
"4686","213073","SPRING GROVE AVE","HOWELL MILL RD",33.803269,-84.415336,"94, 94","SB/WB, NB/EB"
"4687","213074","NORTHSIDE DR NW","CAMERON M ALEXANDER BLVD NW",33.768087,-84.404772,"94","NB/EB"
"4688","213075","NORTHSIDE DR NW","CAMERON M ALEXANDER BLVD NW",33.767953,-84.404903,"94","SB/WB"
"4689","213076","NORTHSIDE DR","DONALD L HOLLOWELL PKWY",33.773115,-84.408659,"94","NB/EB"
"4690","213078","NORTHSIDE DR NW","MARIETTA ST NW",33.775443,-84.407477,"94","SB/WB"
"4691","213079","NORTHSIDE DR NW","MARIETTA ST NW",33.775792,-84.406988,"94","NB/EB"
"4692","213080","NORTHSIDE DR NW","14TH ST NW",33.786488,-84.407369,"94","NB/EB"
"4693","213081","NORTHSIDE DR NW","14TH ST NW",33.785674,-84.407509,"94","SB/WB"
"4694","213082","NORTHSIDE DR NW","HOKE ST",33.792261,-84.407799,"94","NB/EB"
"4695","213083","NORTHSIDE DR SW","MITCHELL ST SW",33.753767,-84.402736,"94","NB/EB"
"4696","213084","W WHITEHALL ST SW","OAK ST SW",33.740244,-84.412342,"94","SB/WB"
"4697","213085","W WHITEHALL ST SW","RALPH D ABERNATHY BLVD SW",33.738274,-84.412883,"94","SB/WB"
"4698","213086","HOWELL MILL RD NW","1801",33.804206,-84.413664,"94","SB/WB"
"4699","213087","FAIRBURN RD SW","MARTIN L KING JR DR",33.758676,-84.505611,"165","SB/WB"
"4700","213088","FAIRBURN RD SW","MARTIN L KING JR DR",33.758964,-84.505387,"165","NB/EB"
"4701","213089","FAIRBURN RD SW","KENNER DR SW",33.754968,-84.50557,"165","SB/WB"
"4702","213090","FAIRBURN RD SW","KENNER DR SW",33.755326,-84.50543,"165","NB/EB"
"4703","213091","BEECHER ST","S GORDON ST",33.733651,-84.44757,"68","NB/EB"
"4704","213092","BENJAMIN E MAYS DR SW","FLAMINGO DR SW",33.723058,-84.466538,"68","NB/EB"
"4705","213093","BENJAMIN E MAYS DR SW","WILLIS MILL RD SW",33.725433,-84.470802,"68","NB/EB"
"4706","213094","BENJAMIN E MAYS DR SW","VELTRE CIR SW",33.7278,-84.475263,"68","NB/EB"
"4707","213095","BENJAMIN E MAYS DR SW","BOB WHITE DR SW",33.728894,-84.480383,"68","NB/EB"
"4708","213096","BENJAMIN E MAYS DR SW","MOCKINGBIRD LN SW",33.730136,-84.48231,"68","SB/WB"
"4709","213097","BENJAMIN E MAYS DR","MOCKINGBIRD LN SW",33.730216,-84.482636,"68","NB/EB"
"4710","213098","BENJAMIN E MAYS DR SW","TUCKWANNA DR SW",33.731778,-84.485639,"68","NB/EB"
"4711","213099","BENJAMIN E MAYS DR SW","LYNHURST DR SW",33.733304,-84.489326,"68","SB/WB"
"4712","213100","JOSEPH E BOONE BLVD","2275",33.763514,-84.461588,"51","SB/WB"
"4713","213101","JOSEPH E BOONE BLVD","2275",33.763414,-84.462599,"51","NB/EB"
"4714","213103","CENTER ST","MENEFEE ST",33.518805,-84.66931,"180","NB/EB"
"4715","213104","EDGEWOOD AVE","HILLIARD ST",33.754435,-84.376895,"3","SB/WB"
"4716","213105","GRANT ST","MLK JR DR",33.7474,-84.376564,"9","SB/WB"
"4717","213106","MT VERNON HWY","HEARDS FERRY RD NW",33.916465,-84.397287,"148","NB/EB"
"4718","213107","HAYNES BRIDGE RD","THOMPSON ST",34.071806,-84.293318,"141","NB/EB"
"4719","213108","BRIARCLIFF RD","HENDERSON MILL RD",33.848119,-84.255596,"126, 133","SB/WB, NB/EB"
"4720","213110","ARTS CENTER WAY","15TH ST (ARTS CENTER STN - UPPER ENTRANCE)",33.789213,-84.386402,"37, 110","NB/EB, SB/WB"
"4721","213111","NORTHSIDE DR","ETHEL ST",33.784492,-84.407399,"94","NB/EB"
"4722","213112","NORTHSIDE DR","610",33.771353,-84.406222,"50, 94","NB/EB, SB/WB"
"4723","213113","MT VERNON HWY","HEARDS FERRY RD NW",33.916438,-84.397603,"148","SB/WB"
"4724","213114","FAIRBURN RD","38",33.757224,-84.505438,"165","NB/EB"
"4725","213115","CALHOUN AVE","JOHN FREEMAN WAY",33.672625,-84.425381,"192, 192","NB/EB, SB/WB"
"4726","213116","MT ZION PKWY","WAGON WHEEL CT",33.555581,-84.310539,"194","NB/EB"
"4727","213117","MT ZION PKWY","2530",33.554728,-84.308367,"194","SB/WB"
"4728","213118","S PARK BLVD","3060",33.623334,-84.291209,"32, 32","NB/EB, SB/WB"
"4729","213119","FALCON DR","FRONTAGE RD",33.624685,-84.397832,"193, 193","SB/WB, NB/EB"
"4730","213120","ANVIL BLOCK RD","LUNSFORD DR",33.633628,-84.288925,"32","NB/EB"
"4731","213121","N ROYAL ATLANTA DR","COMMERCE PL",33.858409,-84.183719,"121, 121","SB/WB, NB/EB"
"4732","213122","DEFOORS FERRY RD","HYDE MANOR DR",33.820395,-84.436064,"37","SB/WB"
"4733","213123","DEFOORS FERRY RD","HYDE MANOR DR",33.820137,-84.435149,"37","NB/EB"
"4734","213124","ALPHARETTA PKWY","DEERFIELD PKWY",34.105573,-84.269596,"141","NB/EB"
"4735","213125","ALPHARETTA HWY","DEERFIELD PKWY",34.105609,-84.26965,"141","SB/WB"
"4736","213126","MARTIN L KING JR DR","HARWELL RD",33.752632,-84.493193,"73, 165","SB/WB, SB/WB"
"4737","213127","MARTIN L KING JR DR","HARWELL RD",33.752525,-84.493041,"73, 165","NB/EB, NB/EB"
"4738","213128","POWERS FERRY RD","RAIDER DR",33.91469,-84.414018,"148","NB/EB"
"4739","213129","POWERS FERRY RD","RAIDER DR",33.915151,-84.414711,"148","SB/WB"
"4740","213130","CLARK HOWELL HWY","LAKE MIRROR RD",33.627954,-84.409796,"191","SB/WB"
"4741","213131","CLARK HOWELL HWY","LAKE MIRROR RD",33.628213,-84.409775,"191","NB/EB"
"4742","213132","LAKE MIRROR RD","NEW TRADE CENTER DR",33.628266,-84.41187,"191","SB/WB"
"4743","213133","DOLLAR MILL RD","BOULDER PARK DR",33.745962,-84.527964,"865","SB/WB"
"4744","213134","FLINTSTONE DR","HUGH HOWELL RD",33.849006,-84.194479,"121","SB/WB"
"4745","213135","MOUNTAIN INDUSTRIAL BLVD","S ROYAL ATLANTA DR",33.857424,-84.191025,"121","NB/EB"
"4746","213136","S ROYAL ATLANTA DR","4950",33.856319,-84.187685,"121","NB/EB"
"4747","213137","S ROYAL ATLANTA DR","5007",33.855867,-84.183603,"121","NB/EB"
"4748","213138","S ROYAL ATLANTA DR","5087",33.85563,-84.180012,"121","NB/EB"
"4749","213139","N ROYAL ATLANTA DR","S ROYAL ATLANTA DR",33.857264,-84.177668,"121","NB/EB"
"4750","213140","N ROYAL ATLANTA DR","5060",33.858181,-84.180214,"121","NB/EB"
"4751","213141","N ROYAL ATLANTA DR","N ROYAL PL",33.858545,-84.185863,"121","SB/WB"
"4752","213142","FLINTSTONE DR","2146",33.846697,-84.194482,"121","SB/WB"
"4753","213143","GRANITE DR","4701",33.845357,-84.197075,"121","SB/WB"
"4754","213144","GRANITE DR","MOUNTAINDUSTRIAL BLVD",33.845326,-84.200678,"121","SB/WB"
"4755","213147","LAKE MIRROR RD","62",33.627385,-84.389184,"193, 193","SB/WB, NB/EB"
"4756","213148","LAKE MIRROR RD","62",33.627278,-84.389249,"193, 193","SB/WB, NB/EB"
"4757","213151","LAKE MIRROR RD","LAKE MIRROR PL",33.627418,-84.394676,"193, 193","SB/WB, NB/EB"
"4758","213154","BOBBY BROWN PKWY","CAMBRIDGE AVE",33.662476,-84.429585,"192","SB/WB"
"4759","213155","LAKE MIRROR RD","LAKE MIRROR PL",33.627328,-84.394611,"193, 193","SB/WB, NB/EB"
"4760","213156","LAKE MIRROR RD","271",33.627487,-84.398464,"193, 193","SB/WB, NB/EB"
"4761","213157","PERRY J HUDSON PKWY","RAINEY AVE",33.657678,-84.418645,"192","SB/WB"
"4762","213158","BRAVES DR","FALCON DR",33.625152,-84.395933,"193, 193","SB/WB, NB/EB"
"4763","213159","N INNER LOOP RD","UNION AVE",33.65277,-84.409074,"192","NB/EB"
"4764","213160","N OUTER LOOP RD","RAINEY AVE",33.657884,-84.418624,"192","NB/EB"
"4765","213161","BOBBY BROWN PKWY","CAMBRIDGE AVE",33.662252,-84.42952,"192","NB/EB"
"4766","213162","NORMAN BERRY DR","WILLIGHAM DR",33.665852,-84.428309,"192","NB/EB"
"4767","213163","NORMAN BERRY DR","S MARTIN ST",33.669012,-84.428063,"192","NB/EB"
"4768","213169","BATTLE CREEK RD","OLD MORROW RD",33.553136,-84.346422,"193","NB/EB"
"4769","213170","BATTLE CREEK RD","OLD MORROW RD",33.55327,-84.346303,"193","SB/WB"
"4770","213171","SOUTHLAKE PKWY","BATTLE CREEK RD",33.552949,-84.340013,"193","SB/WB"
"4771","213172","SOUTHLAKE PKWY","BATTLE CREEK RD",33.553558,-84.339634,"193","NB/EB"
"4772","213173","SOUTHLAKE PKWY","APRIL LN",33.556566,-84.338648,"193","SB/WB"
"4773","213174","SOUTHLAKE PKWY","MARQUIS WAY",33.555501,-84.338832,"193","NB/EB"
"4774","213175","SOUTHLAKE PKWY","7188",33.558634,-84.338149,"193","NB/EB"
"4775","213176","SOUTHLAKE PKWY","7139",33.560022,-84.338052,"193","SB/WB"
"4776","213177","GREER CIR","MOUNTAIN INDUSTRIAL BLVD",33.832033,-84.198925,"121","NB/EB"
"4777","213178","GREER CIR","ROADHAVEN DR",33.832503,-84.203038,"121","NB/EB"
"4778","213179","GREER CIR","4478",33.832549,-84.204659,"121","NB/EB"
"4779","213180","SOUTHLAKE PKWY","INDIAN LAKE DR",33.563004,-84.337575,"193","SB/WB"
"4780","213181","SARR PKWY","GREER CIR",33.834307,-84.20828,"121","NB/EB"
"4781","213182","SOUTHLAKE PKWY","CLARIDGE PARK DR",33.562019,-84.337575,"193","NB/EB"
"4782","213183","SARR PKWY","4401",33.834246,-84.21037,"121","NB/EB"
"4783","213184","SARR PKWY","IDLEWOOD RD",33.833937,-84.213787,"121","NB/EB"
"4784","213185","SOUTHLAKE PKWY","SPRING LAKE DR",33.564311,-84.337207,"193","NB/EB"
"4785","213186","IDLEWOOD RD","IDLEWOOD LN",33.835896,-84.213306,"121","NB/EB"
"4786","213187","SOUTHLAKE PKWY","BARTON RD",33.567275,-84.337413,"193","SB/WB"
"4787","213188","IDLEWOOD RD","BROWNING CHASE DR",33.837919,-84.213303,"121","NB/EB"
"4788","213189","SOUTHLAKE PKWY","NOLAN CT",33.567803,-84.337446,"193","NB/EB"
"4789","213190","IDLEWOOD RD","ELMDALE RD",33.840953,-84.213288,"121","NB/EB"
"4790","213191","IDLEWOOD RD","GLYNBROOK DR",33.843083,-84.213241,"121","NB/EB"
"4791","213192","IDLEWOOD RD","2115",33.845875,-84.213248,"121","NB/EB"
"4792","213193","IDLEWOOD RD","LAWRENCEVILLE HWY",33.850404,-84.21334,"121","NB/EB"
"4793","213194","SOUTHLAKE PKWY","MT ZION RD",33.570865,-84.337837,"193","SB/WB"
"4794","213195","HUGH HOWELL RD","LAWRENCEVILLE HWY",33.851859,-84.208886,"121","NB/EB"
"4795","213196","SOUTHLAKE PKWY","MT ZION RD",33.56971,-84.337696,"193","NB/EB"
"4796","213197","HUGH HOWELL RD","COWAN RD",33.850693,-84.20708,"121","NB/EB"
"4797","213198","HUGH HOWELL RD","TUCKER INDUSTRIAL RD",33.849034,-84.203328,"121","NB/EB"
"4798","213199","HARPER DR","JONESBORO RD",33.599497,-84.337646,"193, 193","NB/EB, SB/WB"
"4799","213200","SOUTHLAKE PKWY","1533",33.573228,-84.338737,"193","SB/WB"
"4800","213201","MT ZION PKWY","MT ZION RD",33.558572,-84.31388,"194","NB/EB"
"4801","213202","SOUTHLAKE PKWY","1533",33.573264,-84.338249,"193","NB/EB"
"4802","213203","CONVENTION CENTER CONCOURSE","AIRPORT DR",33.648387,-84.462017,"82","SB/WB"
"4803","213204","MT ZION PKWY","FIELDSTONE PKWY",33.553091,-84.30423,"194","NB/EB"
"4804","213205","SOUTHLAKE PKWY","S LEE ST",33.57355,-84.341514,"193","NB/EB"
"4805","213206","SOUTHLAKE PKWY","S LEE ST",33.573264,-84.340853,"193","SB/WB"
"4806","213207","MT ZION PKWY","FIELDER RD",33.552732,-84.300966,"194","NB/EB"
"4807","213208","N LAKE DR","CLAYTON STATE BLVD",33.596516,-84.333892,"193, 193","NB/EB, SB/WB"
"4808","213209","MT ZION RD","FIELDER RD",33.557128,-84.300835,"194","NB/EB"
"4809","213210","MOUNTAIN INDUSTRIAL BLVD","N ROYAL ATLANTA DR",33.858281,-84.188933,"75, 121","NB/EB, SB/WB"
"4810","213211","MT ZION RD","FIELDER RD",33.556914,-84.300444,"194","SB/WB"
"4811","213212","MT ZION RD","FIELDER RD",33.552687,-84.300424,"194","SB/WB"
"4812","213213","MT ZION PKWY","CARRINGTON PARK",33.553118,-84.303666,"194","SB/WB"
"4813","213215","MOUNTAIN INDUSTRIAL BLVD","HUGH HOWELL RD",33.848244,-84.200967,"121","SB/WB"
"4814","213216","MT ZION PKWY","MT ZION RD",33.558187,-84.313631,"194","SB/WB"
"4815","213217","S PARK BLVD","4712",33.624668,-84.291198,"32","NB/EB"
"4816","213218","MOUNTAIN INDUSTRIAL BLVD","TUCKESTONE PKWY",33.856895,-84.197807,"121","NB/EB"
"4817","213219","MOUNTAIN INDUSTRIAL BLVD","GRANITE DR",33.845326,-84.201004,"121","SB/WB"
"4818","213220","MOUNTAIN INDUSTRIAL BLVD","HAMMERMILL RD (N)",33.840475,-84.201012,"121","SB/WB"
"4819","213221","RIVERDALE RD","W FAYETTEVILLE RD",33.617944,-84.449581,"196","NB/EB"
"4820","213222","S PARK BLVD","4712",33.62465,-84.29135,"32","SB/WB"
"4821","213223","MOUNTAIN INDUSTRIAL BLVD","HUGH HOWELL RD",33.84878,-84.200846,"121, 121","SB/WB, NB/EB"
"4822","213224","RIVERDALE RD","W FAYETTEVILLE RD",33.617667,-84.449288,"196","SB/WB"
"4823","213225","MOUNTAIN INDUSTRIAL BLVD","2605",33.857221,-84.193278,"121","NB/EB"
"4824","213226","CONVENTION CENTER CONCOURSE","2020",33.643641,-84.455517,"82","SB/WB"
"4825","213227","CONVENTION CENTER CONCOURSE","2091",33.643372,-84.455625,"82","NB/EB"
"4826","213229","S PARK BLVD","4500",33.630675,-84.293811,"32","SB/WB"
"4827","213230","S PARK BLVD","4644",33.627175,-84.292771,"32","NB/EB"
"4828","213232","S PARK BLVD","4644",33.62704,-84.292966,"32","SB/WB"
"4829","213235","S PARK BLVD","4500",33.631168,-84.293398,"32","NB/EB"
"4830","213236","NORTHSIDE PKWY","3295",33.844338,-84.425116,"12, 12","NB/EB, SB/WB"
"4831","213237","S PARK BLVD","ANVIL BLOCK RD",33.633549,-84.292714,"32","NB/EB"
"4832","213238","S PARK BLVD","ANVIL BLOCK RD",33.633003,-84.293018,"32","SB/WB"
"4833","213239","NORTHSIDE PKWY","3160",33.841571,-84.42103,"12","NB/EB"
"4834","213240","PEACHTREE BATTLE AVE","WOODWARD WAY",33.824259,-84.412046,"12","NB/EB"
"4835","213242","PEACHTREE BATTLE AVE","NORTHSIDE DR",33.8241,-84.408305,"12","NB/EB"
"4836","213243","E LOVEJOY RD","MCDONOUGH RD",33.452269,-84.310917,"800","NB/EB"
"4837","213245","NORTHSIDE DR","WESTOVER DR",33.825977,-84.407497,"12","NB/EB"
"4838","213246","NORTHSIDE PKWY","MOORES MILL RD",33.839972,-84.417126,"12","NB/EB"
"4839","213247","MCDONOUGH RD","BEL AIR BLVD",33.450409,-84.31532,"800","NB/EB"
"4840","213248","E LOVEJOY RD","BEL AIR BLVD",33.449108,-84.312878,"800","NB/EB"
"4841","213249","E LOVEJOY RD","HASTINGS BRIDGE RD",33.442124,-84.314795,"800","NB/EB"
"4842","213250","HASTINGS BRIDGE RD","GLEBE CT",33.439383,-84.315142,"800","NB/EB"
"4843","213251","TALMADGE RD","LOVEJOY RD",33.435981,-84.314471,"800","NB/EB"
"4844","213252","TARA BLVD","LOVEJOY RD",33.441121,-84.321855,"800","NB/EB"
"4845","213253","TARA BLVD","LOVEJOY RD",33.442411,-84.322007,"800","NB/EB"
"4846","213254","TARA  BLVD","11360",33.444425,-84.323068,"800","NB/EB"
"4847","213255","HUGH HOWELL RD","FLINTSTONE DR",33.849186,-84.195175,"121, 121","SB/WB, NB/EB"
"4848","213256","BENJAMIN E MAYS DR","ORIOLE DR",33.726898,-84.473381,"68","NB/EB"
"4849","213257","BENJAMIN E MAYS DR","ORIOLE DR",33.726684,-84.472794,"68","SB/WB"
"4850","213258","PIEDMONT AVE","MONROE DR",33.795925,-84.370037,"27","NB/EB"
"4851","213259","LAWRENCEVILLE HWY","LYNBURN DR",33.854804,-84.209556,"75","SB/WB"
"4852","213260","LAWRENCEVILLE HWY","HUGH HOWELL RD",33.851959,-84.210431,"75","SB/WB"
"4853","213261","KIMBERLY MILL RD","VALLEY BEND RD",33.57725,-84.488359,"189, 189","NB/EB, SB/WB"
"4854","213262","JONESBORO RD","4161",33.640817,-84.36198,"55","SB/WB"
"4855","213263","JONESBORO RD","4161",33.64105,-84.361926,"55","NB/EB"
"4856","213264","HEADLAND DR","DELOWE DR",33.689223,-84.456853,"93","SB/WB"
"4857","213265","ELDER RD","REDAN RD",33.763751,-84.228663,"119, 119","SB/WB, NB/EB"
"4858","213266","MEMORIAL DR","6097",33.803875,-84.19066,"119","NB/EB"
"4859","213267","JOSEPH E BOONE BLVD","SEWANEE AVE",33.763653,-84.46485,"51","SB/WB"
"4860","213268","JOSEPH E BOONE BLVD","SEWANEE AVE",33.76359,-84.465502,"51","NB/EB"
"4861","213269","WASHINGTON ST","CEMETERY ST",33.563381,-84.585826,"181","SB/WB"
"4862","213270","JEFFERSON AVE","BLOUNT ST",33.685497,-84.423229,"79","SB/WB"
